,channelTitle,view_count,Likes,Dislikes,Comments,Response_Percentage,LikesPercentage,DislikesPercentage,CommentsPercentage
3107,Unspeakable,32768901,1087149,29519,116644,3.4077065935168225,3.3176242315846967,0.09008236193212583,0.3559594506999182
3108,Unspeakable 2.0,611192,20031,351,3250,3.334794958049189,3.2773661958926166,0.05742876215657273,0.5317477977460437
3109,UnspeakableGaming,1235202,42032,1115,6877,3.493112867369062,3.4028442311459988,0.09026863622306311,0.5567510415300493
3110,UnspeakablePlays,5521832,176307,4508,19173,3.2745472879290785,3.19290771613479,0.08163957179428856,0.3472217191685658
3111,Unus Annus,17448736,1678384,13523,215583,9.696444487440237,9.61894317158561,0.07750131585462695,1.2355221604590727
3112,UrAvgConsumer,2325554,89361,2653,7741,3.956648609320618,3.842568265454167,0.11408034386645075,0.3328669211723314
3113,UrinatingTree,258864,10447,74,1110,4.064296310031522,4.035709870820199,0.02858643921132332,0.4287965881698498
3114,Us Always,1338847,81751,2266,11598,6.275324962449033,6.106074853960161,0.1692501084888714,0.8662677662197398
3115,UsherVEVO,1280347,65540,1420,5302,5.229832225170208,5.118924791482309,0.11090743368789867,0.41410648831918223
3116,VALORANT,14747890,1029056,11059,74162,7.052636004201279,6.977649006061206,0.07498699814007292,0.5028651556256523
3117,VASAviation -,815727,13260,268,1765,1.6583979689283301,1.6255438400347175,0.032854128893612694,0.2163714085717403
3118,VH1,626980,12679,448,2053,2.0936871989537145,2.022233564069029,0.07145363488468531,0.3274426616478995
3119,VICE,3533840,97995,3572,13020,2.8741255970841917,2.773045751929912,0.10107984515427976,0.3684377334570892
3120,VICE News,7263152,133016,10656,44674,1.978094359033103,1.83138119648329,0.1467131625498131,0.6150773107873827
3121,VIDDAL,573067,33666,432,1503,5.950089605578405,5.874705749938489,0.07538385563991645,0.2622729977472093
3122,VIEWS,8662636,452796,19533,22002,5.452485825330766,5.227000187933557,0.22548563739720795,0.2539873544265279
3123,VINwiki,1139999,36187,848,2456,3.2486870602518074,3.174301030088623,0.07438603016318435,0.21543878547261883
3124,VISU Gaming UK,503154,26968,992,3366,5.5569467797135665,5.3597904418925415,0.19715633782102499,0.6689800736951311
3125,VORYVEVO,1003226,14940,840,1066,1.5729257415577347,1.4891958541744332,0.08372988738330146,0.10625721422690401
3126,VSPORTS - Liga NOS,343107,4267,184,901,1.2972629529563664,1.2436353673926792,0.05362758556368713,0.2626002967004462
3127,VaatiVidya,777576,57719,377,5565,7.471424015144501,7.422940008436474,0.04848400670802597,0.7156856693107811
3128,ValeYas Vlogs,179845,8346,409,903,4.868080847396369,4.640662792960605,0.22741805443576413,0.5020990297200367
3129,Van Neistat,1193695,106216,723,5832,8.958653592416823,8.89808535681225,0.060568235604572356,0.4885670125115712
3130,Vanity Fair,33692283,2404628,22495,104054,7.203795005520997,7.1370289748545686,0.06676603066642886,0.3088362993982925
3131,Vans,314452,11783,92,883,3.776411026166156,3.747153778637121,0.02925724752903464,0.2808059735667129
3132,Variety,3442304,357541,4651,16059,10.521790056892128,10.386677062804447,0.13511299408768082,0.4665189361543896
3133,Various Artists - Topic,3770151,75175,1436,1122,2.032040626489496,1.9939519663801264,0.03808866010936963,0.02976008122751582
3134,Vat19,14571565,375708,13017,35508,2.6676956112812866,2.578364094728329,0.08933151655295776,0.24368007142678222
3135,Vat19 Shorts,1643424,103492,3400,577,6.504225324687969,6.297340187316237,0.20688513737173123,0.03510962478337909
3136,Verge Science,181693,6435,180,986,3.6407566609610718,3.541688452499546,0.09906820846152577,0.5426736307948022
3137,Veritasium,62680946,3517171,72971,353314,5.72764488908639,5.611228330855122,0.11641655823126856,0.5636704972512699
3138,Verizon,4703758,54699,9675,0,1.3685653045926258,1.1628787025182843,0.20568660207434142,0.0
3139,VideoFromSpace,405093,3358,55,721,0.8425225812344326,0.8289454520320025,0.013577129202430059,0.1779838209991286
3140,Vikkstar123,8585853,620695,6941,27473,7.310118167641584,7.229275879752425,0.08084228788915906,0.3199798552339529
3141,VinceStaplesVEVO,1461966,84451,754,2491,5.828110913660098,5.776536526841253,0.05157438681884531,0.1703869994240632
3142,Virgin Galactic,1154044,36941,830,0,3.272925469046241,3.20100446776726,0.0719210012789807,0.0
3143,Virgin Media Sport,4656529,184934,886,9471,3.9905259904963546,3.9714989426673815,0.01902704782897304,0.2033918397158055
3144,Virtual Reality Oasis,512030,23659,499,6598,4.718082924828623,4.620627697595844,0.09745522723277933,1.2885963713063688
3145,Viva La Dirt League,2011319,295523,955,48934,14.74047627452433,14.692994994826778,0.047481279697551705,2.4329308279790527
3146,Vivziepop,30464191,2657490,27452,265103,8.81343607647418,8.723323721283128,0.09011235519105038,0.8702118497090567
3147,Vlog Creations,1733621,83479,1854,7261,4.922240789653563,4.815296999747926,0.10694378990563681,0.4188343357631224
3148,Vlogs By DK4L,1736228,101729,1258,4370,5.931651833745337,5.859195912057633,0.07245592168770461,0.2516950538754127
3149,Vogue,41283692,2238982,121722,122543,5.718248261323139,5.423405445423825,0.29484281589931444,0.29683149462504466
3150,Vortex,1738406,36544,510,3324,2.1314928733563967,2.102155652937231,0.029337220419165602,0.1912096483790323
3151,Vox,30790871,990905,50680,107350,3.382772120996512,3.2181778813597055,0.16459423963680664,0.34864229725752155
3152,Vsauce,17892682,1806553,21546,112477,10.217020567402919,10.09660262223405,0.12041794516886847,0.6286201252556771
3153,Vstar,969687,42260,654,1585,4.425551750203931,4.358107306790748,0.06744444341318384,0.16345480551971925
3154,WAVY TV 10,229628,5355,152,2870,2.398226697092689,2.3320326789415926,0.06619401815109656,1.2498475795634678
3155,WB Games,472138,25962,266,3795,5.555155484201653,5.498816024128539,0.05633946007311422,0.8037904172085281
3156,WBAL-TV 11 Baltimore,918518,12916,1229,5675,1.5399807080536254,1.4061782131651204,0.13380249488850518,0.6178430907178738
3157,WCNC,272011,2114,187,1645,0.845921672285312,0.777174452503759,0.06874721978155295,0.6047549547628589
3158,WCVB Channel 5 Boston,1062539,18417,646,5822,1.7940988519009655,1.7333010835366984,0.0607977683642671,0.5479328288185187
3159,WFAA,3334931,19644,1723,5871,0.6407029110947123,0.5890376742427355,0.051665236851976847,0.17604562133369475
3160,WFLA News Channel 8,298135,3987,130,2468,1.3809180404850152,1.3373136330856827,0.043604407399332516,0.827812903550405
3161,WGN News,3436587,37927,7886,36490,1.3330958884497905,1.103624031633711,0.22947185681607943,1.0618092892745041
3162,WHAS11,1846545,12573,2622,5494,0.8228881505730973,0.6808932357456764,0.14199491482742094,0.29752862778865397
3163,WHAT'S INSIDE? FAMILY,285141,9738,250,731,3.5028284252352346,3.4151525034982693,0.08767592173696521,0.2563643951588863
3164,WIRED,3774854,286141,3238,18399,7.665965359190051,7.580187207240333,0.08577815194971779,0.4874095792843909
3165,WISN 12 News,534234,10253,886,9130,2.0850413863587867,1.9191964569832696,0.1658449293755171,1.7089889449192677
3166,WJZ,149389,1696,61,1445,1.1761240787474312,1.13529108568904,0.04083299305839118,0.9672733601536927
3167,"WKBW TV | Buffalo, NY",77476,560,144,714,0.9086684908875007,0.7228044813877846,0.18586400949971604,0.9215757137694254
3168,WKMG News 6 ClickOrlando,3063262,29681,3163,14988,1.072190364389334,0.9689344235001772,0.10325594088915672,0.48928234019812866
3169,WKRG,425567,6031,169,2533,1.4568798802538732,1.4171681544856627,0.03971172576821041,0.5952059252714613
3170,WKYC Channel 3,667913,13155,1002,7595,2.11958743129719,1.969567892824365,0.15001953847282506,1.1371241464082897
3171,WLWT,1382562,44477,423,12510,3.247593959619894,3.216998586681827,0.030595372938067154,0.9048418805087945
3172,WONHO,11006326,1113894,4010,110403,10.156922482579564,10.12048888975304,0.0364335928265254,1.0030867702810184
3173,WOOSUNG,1286581,192966,299,27487,15.021595997453716,14.998356108165751,0.023239889287965547,2.1364375814659162
3174,WORLDSTARHIPHOP,2437970,109560,2987,7921,4.616422679524359,4.493902714143324,0.12251996538103423,0.32490145489895284
3175,WOWPresents,2128069,133289,1505,7226,6.334099129304548,6.263377738221834,0.07072139108271396,0.33955665911208704
3176,WPLG Local 10,1490392,13055,886,10120,0.9353914943182733,0.8759440469353029,0.059447447382970385,0.6790159904239959
3177,WSVN-TV,454878,5514,135,1177,1.241871446849485,1.2121931594845212,0.029678287364963793,0.25875069798935096
3178,WUSA9,96085,1101,68,243,1.2166311078732372,1.1458604360722278,0.07077067180100952,0.2529010771712546
3179,WWE,70652821,1697689,72649,133146,2.5056862202289136,2.4028608850593525,0.10282533516956102,0.18845107402010175
3180,WWE ON FOX,2575699,57846,1191,7271,2.2920768304060375,2.2458369553274666,0.046239875078570906,0.2822923020119975
3181,WWE on USA,373953,6902,178,678,1.8932860546646235,1.8456864900134509,0.04759956465117274,0.18130620692974786
3182,WWLTV,1654827,9016,550,2986,0.5780664685794951,0.5448303659536616,0.033236102625833396,0.18044182261952457
3183,WXII 12 News,216798,1588,124,880,0.7896751815053644,0.7324790819103497,0.05719609959501471,0.40590780357752376
3184,WadZee,32570654,2087251,20323,215598,6.470775809414205,6.408379150139264,0.06239665927494118,0.6619394255945859
3185,Wall Street Journal,6340396,86135,12565,30329,1.5566851029494058,1.358511361120031,0.1981737418293747,0.47834551658918467
3186,Wallows,724354,121169,742,5369,16.830306728478064,16.727870626792978,0.10243610168508768,0.7412121697402099
3187,Walmart,22636437,36676,17097,3612,0.23755063572946572,0.1620219648525075,0.07552867087695825,0.01595657479134194
3188,Walt Disney Animation Studios,18281527,466095,14559,57238,2.629178623864407,2.5495408561877793,0.07963776767662789,0.31309200812382904
3189,Walt Disney Studios,18259350,259859,25270,34221,1.5615506576082938,1.423155807846391,0.1383948497619028,0.18741631000008216
3190,War Thunder. Official channel.,384784,23254,334,6617,6.130192523597655,6.043390577570793,0.08680194602686182,1.7196660983824692
3191,Warhammer,423010,29175,519,0,7.019692205858018,6.897000070920309,0.12269213493770832,0.0
3192,Warner Bros. Japan Anime,3286158,187137,750,18222,5.717527885147336,5.694704880288775,0.022823004858561275,0.5545077260436048
3193,Warner Bros. Pictures,211456500,4869076,163548,469331,2.379980752542485,2.3026371854258443,0.077343567116641,0.22195155977706998
3194,Washington Post,5229494,48776,14021,35156,1.200823636091752,0.9327097420897701,0.2681138940019818,0.6722638939828596
3195,Washington Wizards,2113741,26649,473,2677,1.2831278761210574,1.2607504892983576,0.022377386822699658,0.12664749370902112
3196,Wassabi,4144448,287852,11581,89615,7.224918734654168,6.9454846580292475,0.27943407662492087,2.1622903701530336
3197,Watch MMA,756383,14279,2469,4017,2.214222159937492,1.8878002281912736,0.32642193174621853,0.5310801538374078
3198,WatchMojo.com,1644636,23649,1830,1919,1.5492181856653995,1.4379473634287465,0.11127082223665298,0.1166823540284902
3199,Watcher,2389773,221179,998,16701,9.296991806334743,9.25523051771026,0.041761288624484416,0.6988529872920984
3200,Wavy Boats,431680,3901,202,356,0.9504725722757599,0.9036786508524833,0.0467939214232765,0.08246849518161602
3201,WayV,3472604,526946,2463,42466,15.245302948450211,15.174376346971897,0.07092660147831426,1.2228863412010123
3202,Weegeepie,4369209,119042,2973,8877,2.792610744873958,2.724566391765649,0.06804435310830861,0.20317178692985388
3203,Welyn,1567024,80880,681,3605,5.204834131449167,5.161375958504784,0.04345817294438375,0.23005391110793452
3204,Wendover Productions,13654318,504537,14512,51157,3.801354267565762,3.69507286998882,0.10628139757694233,0.3746580385779795
3205,Wengie,1122475,79522,875,14302,7.162475778970578,7.084523040602241,0.07795273836833783,1.274148644735963
3206,Westen Champlin,8312220,389256,6674,24517,4.763228114751534,4.682936688393714,0.08029142635782018,0.29495128858475833
3207,Whang!,311964,29878,224,3718,9.649190291187445,9.577387134412945,0.07180315677449962,1.191804182533882
3208,What's Inside?,354130,13910,419,1118,4.046254200434869,3.9279360686753453,0.11831813175952334,0.3157032728094203
3209,WhatCulture Gaming,120499,4656,161,3250,3.997543548079237,3.8639324807674753,0.13361106731176192,2.697117818405132
3210,WhatCulture Wrestling,660681,17612,462,4282,2.735662142546857,2.6657342953709886,0.06992784717586853,0.6481191376776386
3211,WhatchaGot2Say,415802,33404,249,1904,8.093515663705322,8.033631391864397,0.059884271840924284,0.4579102553619271
3212,WhatsUpMoms,1034017,23429,485,1367,2.3127279338734277,2.265823482592646,0.04690445128078165,0.1322028554656258
3213,Wheel Of Fortune,979088,2477,70,522,0.26014004869838053,0.25299053813344663,0.007149510564933898,0.053314921641364206
3214,WhistlinDiesel,7997352,263343,17367,31738,3.510036822188144,3.2928774424334453,0.21715937975469882,0.3968563594549796
3215,White Lion Records,5123059,117721,2120,5292,2.339246922590585,2.2978653964359967,0.0413815261545885,0.1032976586840011
3216,Whitney Simmons,393072,18774,288,3521,4.849493222615704,4.776224203199414,0.07326901941629015,0.8957646436276305
3217,Why Don't We,14272486,1181252,7186,125160,8.326776428437205,8.276427806620374,0.05034862181682995,0.8769320215132809
3218,Wifies,7016737,305224,5316,27569,4.425703856365145,4.349942145473031,0.0757617108921141,0.3929034250535541
3219,Wil Dasovich Vlogs,1041772,31988,348,2998,3.103942129371878,3.070537507247267,0.03340462212461076,0.2877788997976525
3220,Wilbur Soot,19427393,1529105,14220,135125,7.944066401498132,7.870870785390505,0.073195616107627,0.6955385110086567
3221,Wild 'N Out,2219936,82742,668,2357,3.757315526213368,3.727224568636213,0.030090957577155377,0.10617423204993297
3222,Will Smith,17966912,707043,9076,38013,3.9857656118090854,3.9352505316439466,0.050515080165139115,0.2115722501451557
3223,WillNE,1434524,127468,1020,5038,8.956838644735118,8.885734919736443,0.07110372499867552,0.35119663386600714
3224,William Osman,8306850,609349,6683,37628,7.4159518951227,7.335500219698201,0.08045167542449906,0.45297555631797853
3225,Wilmer Roberts,749782,73022,509,12635,9.806983896652627,9.739097497672656,0.06788639897997018,1.6851564854851144
3226,Windies Cricket,15067264,260266,10995,13019,1.8003334912031805,1.7273607205661228,0.07297277063705793,0.08640586638689014
3227,Windows,4262698,228504,8903,26018,5.569406981212368,5.360548647828207,0.20885833338416185,0.6103646094562646
3228,Winkler Bros Eat,1923064,126515,3386,7959,6.754897392910481,6.5788242096986895,0.1760731832117912,0.4138707812116497
3229,Wisin,69367283,1458825,37668,103216,2.1573470017558565,2.10304474517187,0.05430225658398643,0.14879637133834403
3230,Wisp,57678554,2002022,47559,106194,3.553454200672229,3.470998943558814,0.08245525711341516,0.18411349216556297
3231,Wizarding World,514822,32749,435,1495,6.445722987751107,6.3612277641592625,0.08449522359184339,0.29039163050530087
3232,WizkidVEVO,9885101,386860,6412,31913,3.9784317833474843,3.9135664875857112,0.0648652957617732,0.3228393923339782
3233,Wolfychu,2277998,245676,3886,17151,10.955321295277695,10.784732910213267,0.1705883850644294,0.7528979393309388
3234,Wolves,762461,10686,294,598,1.4400736562263512,1.401514306961274,0.03855934926507716,0.07843024102216375
3235,Woody & Kleiny Extra,12760885,480904,16111,1081,3.894831745603851,3.768578746693509,0.12625299891034203,0.008471199293779388
3236,World of Warcraft,9870055,349437,17573,39422,3.718418995638829,3.540375408242406,0.17804358739642281,0.3994101349992477
3237,Worthikids,1742688,262544,1234,17851,15.136272241502782,15.065462090747168,0.07081015075561431,1.0243371159955195
3238,Wranglerstar,380873,18414,625,1622,4.998779120599255,4.834682426950716,0.16409669364853902,0.4258637393566885
3239,Wrestlelamia,2125000,51246,1871,11889,2.499623529411765,2.411576470588235,0.08804705882352941,0.5594823529411764
3240,Wyze,138006,2327,46,524,1.719490456936655,1.6861585728156747,0.033331884120980246,0.3796936365085576
3241,X Games,2438894,61801,697,2240,2.5625549941899894,2.5339764663818927,0.02857852780809662,0.09184491002889014
3242,XBluestoneTechX,286167,14040,820,148,5.192772052682525,4.906226084768684,0.2865459679138405,0.051718052745424875
3243,XXL,27958335,1647348,47412,202317,6.061734362936849,5.892153449051955,0.16958091388489335,0.7236375127488816
